city_ascii,lat,lng,country
Fairview,37.6761,-122.0481, United States
Sleepy Hollow,41.0936,-73.8724, United States
Bolivar,37.6057,-93.4175, United States
Scottdale,33.795,-84.2634, United States
Busselton,-33.6564,115.3487,Australia
Kinnelon,40.9847,-74.3862, United States
Friendly,38.7601,-76.9642, United States
Kairaki,-43.3813,172.651,New Zealand
Shasta Lake,40.679,-122.3775, United States
Fort Bliss,31.8137,-106.4119, United States
Lancaster,42.9007,-78.6701, United States
Troy,38.7268,-89.8974, United States
Rodeo,38.0368,-122.2526, United States
Kirkland,43.0368,-75.3865, United States
Old Saybrook,41.3017,-72.3857, United States
Princeton,33.1792,-96.5046, United States
Shawano,44.7749,-88.5844, United States
Fort Salonga,40.906,-73.2992, United States
Fife,47.2328,-122.3518, United States
Wasilla,61.577,-149.4661, United States
Havre,48.5427,-109.6804, United States
Innisfail,-17.5313,146.0387,Australia
Katherine,-14.4666,132.2666,Australia
Waterloo,38.3402,-90.1538, United States
Otuzco,-7.9,-78.57,Peru
Mentone,34.0609,-117.1109, United States
Forestdale,33.5737,-86.9002, United States
Manvel,29.4793,-95.3658, United States
Pleasant Grove,33.4936,-86.9782, United States
Clinton,36.0981,-84.1283, United States
Quartz Hill,34.6527,-118.2163, United States
Nogliki,51.8333,143.1667,Russia
Kutztown,40.5212,-75.7772, United States
River Grove,41.9243,-87.8379, United States
Sumner,47.219,-122.2338, United States
Ontario,43.2407,-77.314, United States
Waldwick,41.0133,-74.1258, United States
Standish,43.7811,-70.5685, United States
Snohomish,47.9277,-122.097, United States
Fort Meade,39.1058,-76.7438, United States
Berwick,41.0555,-76.2492, United States
Bluffton,40.7426,-85.173, United States
Hartsville,36.3921,-86.1568, United States
Eumseong,36.9353,127.6897,South Korea
Key Largo,25.1224,-80.412, United States
Salaverry,-8.22,-78.99,Peru
Rreshen,41.7833,19.8167,Albania
Greenville,41.4052,-80.3837, United States
Bonham,33.588,-96.1901, United States
River Vale,41.0136,-74.008, United States
Sparta,43.9376,-90.813, United States
Independence,44.8551,-123.1948, United States
Laurens,34.5022,-82.0207, United States
Wells,43.3268,-70.6335, United States
Coffeyville,37.0519,-95.6179, United States
Fulshear,29.693,-95.8792, United States
Gages Lake,42.3519,-87.9828, United States
Bel Air,39.5348,-76.346, United States
Robore,-18.3295,-59.76,Bolivia
Southborough,42.3012,-71.5297, United States
Conway,44.0085,-71.0719, United States
Fort Lupton,40.0841,-104.8021, United States
Colts Neck,40.2928,-74.168, United States
Taltal,-25.4,-70.47,Chile
Grenada,33.7816,-89.813, United States
Skovorodino,53.9833,123.9167,Russia
Kuruman,-27.4496,23.42,South Africa
Moba,-7.0596,29.72,Congo (Kinshasa)
Senanga,-16.1196,23.27,Zambia
Moranbah,-22.0016,148.038,Australia
Gyangze,28.95,89.6333,China
Hammerfest,70.6613,23.688,Norway
Choele Choel,-39.2666,-65.6833,Argentina
Gar,32.2004,79.9833,China
Reserve,30.0741,-90.5557, United States
Selkirk,50.15,-96.8833,Canada
Fairmount,43.0414,-76.2485, United States
Milton,30.6286,-87.0522, United States
Vera,-29.4662,-60.2166,Argentina
Waynesville,35.4853,-82.9996, United States
Makale,-3.0968,119.8531,Indonesia
Tipp City,39.9643,-84.1858, United States
Grafton,-29.712,152.9377,Australia
Flat Rock,42.0991,-83.2716, United States
Molalla,45.1502,-122.5844, United States
Madera Acres,37.0123,-120.0799, United States
Vernon,34.148,-99.3, United States
Sweetwater,32.4693,-100.4092, United States
East Rutherford,40.8179,-74.0854, United States
Woodbury,39.8379,-75.1524, United States
Lake Barcroft,38.8514,-77.1579, United States
Country Club,37.9687,-121.3408, United States
Edgewater,38.9373,-76.5572, United States
Blackhawk,37.816,-121.9071, United States
Liberty Lake,47.6687,-117.1032, United States
Jewett City,41.607,-71.9806, United States
Northampton,40.6866,-75.4904, United States
Holmen,43.9701,-91.2671, United States
Philipsburg,40.8952,-78.2147, United States
Wabash,40.8034,-85.8301, United States
Warrenton,38.7176,-77.7975, United States
Pleasant Hill,41.5855,-93.4999, United States
Croydon,40.0911,-74.8975, United States
Corte Madera,37.9238,-122.5129, United States
Helena-West Helena,34.5314,-90.6201, United States
East Aurora,42.7666,-78.6172, United States
Franklin,36.7163,-86.5587, United States
Bogande,12.969,-0.138,Burkina Faso
Union City,36.4268,-89.0474, United States
Dalby,-27.1939,151.2657,Australia
Chevy Chase,38.9943,-77.0737, United States
Cross Lanes,38.4351,-81.7706, United States
Denham Springs,30.4743,-90.9594, United States
Burlington,40.0783,-74.8524, United States
Fort Oglethorpe,34.9318,-85.246, United States
Sugar Grove,41.7758,-88.448, United States
Danville,39.7607,-86.5081, United States
Cuero,29.1023,-97.2871, United States
Smithville,39.392,-94.5751, United States
Lake Monticello,37.921,-78.3295, United States
Chillicothe,39.7953,-93.5498, United States
Union,38.4401,-90.9928, United States
Mapleton,40.1187,-111.574, United States
Bee Ridge,27.2855,-82.4731, United States
Ellisville,38.5895,-90.5884, United States
Carroll,42.0699,-94.8647, United States
Littleton,42.535,-71.4891, United States
New Port Richey East,28.2605,-82.693, United States
Merrill,45.1818,-89.7004, United States
Prospect,41.4993,-72.976, United States
Orland,39.7461,-122.1855, United States
Woodfield,34.0587,-80.9309, United States
Park Forest Village,40.8,-77.9081, United States
Progress,40.2905,-76.8382, United States
South Huntington,40.8225,-73.3921, United States
Manor,30.3563,-97.523, United States
Russellville,34.5056,-87.7282, United States
Steinbach,49.5171,-96.6833,Canada
Fuller Heights,27.9226,-81.9978, United States
Waggaman,29.9373,-90.2354, United States
Marysville,42.9084,-82.4806, United States
North Bend,43.4075,-124.2364, United States
Garden City,33.5927,-79.007, United States
Bull Mountain,45.4126,-122.8322, United States
Hamburg,42.7233,-78.8348, United States
Greenville,43.1797,-85.2533, United States
Cody,44.5212,-109.055, United States
Silsbee,30.3456,-94.1764, United States
George Mason,38.8356,-77.3186, United States
Hope,33.6682,-93.5895, United States
Miles City,46.4059,-105.8385, United States
Winfield,41.8776,-88.1506, United States
Blacklick Estates,39.9049,-82.8655, United States
Gifford,27.6747,-80.4102, United States
Eidson Road,28.6677,-100.4787, United States
Harleysville,40.2791,-75.3872, United States
Tell City,37.9528,-86.7597, United States
Coweta,35.968,-95.6543, United States
Monticello,33.6258,-91.7934, United States
White Marsh,39.3819,-76.4574, United States
Harvard,42.4297,-88.6212, United States
Middleton,42.6043,-71.0164, United States
Winterville,35.5288,-77.3994, United States
Boaz,34.1985,-86.1529, United States
Kittery,43.0998,-70.7126, United States
St. Pete Beach,27.7235,-82.7387, United States
North Gates,43.1718,-77.7064, United States
Mooresville,39.6038,-86.3674, United States
Bernalillo,35.3127,-106.5537, United States
Waterford,37.6429,-120.7553, United States
Bishop,37.3665,-118.3958, United States
Pella,41.4051,-92.9177, United States
Rio del Mar,36.9608,-121.8808, United States
Rayne,30.2403,-92.2668, United States
Cameron,39.7469,-94.2364, United States
Vega Alta,18.4152,-66.3211,Puerto Rico
San Justo,-30.7829,-60.5833,Argentina
Central City,37.2962,-87.128, United States
Kendall Park,40.4138,-74.5626, United States
Box Elder,44.1129,-103.0806, United States
Clay,33.698,-86.6066, United States
Marathon,24.7262,-81.0376, United States
Rye Brook,41.0303,-73.6865, United States
Roxborough Park,39.4492,-105.0746, United States
Crestline,34.2486,-117.289, United States
Roxboro,36.3905,-78.9811, United States
Emmett,43.8685,-116.489, United States
Charters Towers,-20.0809,146.2587,Australia
Parsons,37.3405,-95.2959, United States
Potsdam,44.6699,-74.9831, United States
Brownfield,33.1757,-102.273, United States
Hackettstown,40.854,-74.8257, United States
Willoughby Hills,41.5873,-81.4333, United States
Bryan,41.4706,-84.5484, United States
New Baltimore,38.7495,-77.7151, United States
Cheat Lake,39.6672,-79.8565, United States
Mount Holly,39.995,-74.7863, United States
Columbia City,41.1612,-85.4855, United States
Amityville,40.6696,-73.4156, United States
Howell,42.6078,-83.9339, United States
Mound,44.9336,-93.6608, United States
Conning Towers Nautilus Park,41.3855,-72.0686, United States
Fort Valley,32.5522,-83.8817, United States
Winslow,35.0252,-110.7098, United States
Gig Harbor,47.3352,-122.5968, United States
Jennings,30.2233,-92.6582, United States
Rockcreek,45.5525,-122.8757, United States
Lantana,33.092,-97.1216, United States
Bardmoor,27.8575,-82.7534, United States
Beecher,43.0903,-83.7039, United States
Oxford,36.3156,-78.5848, United States
DuPont,47.1079,-122.6496, United States
Warrenton,38.8188,-91.1367, United States
Wilmore,37.8787,-84.6544, United States
Reedsburg,43.5346,-89.997, United States
Dunn Loring,38.8945,-77.2315, United States
Baker City,44.7749,-117.832, United States
Augusta,37.6955,-96.9921, United States
Francisville,39.1067,-84.7277, United States
Linganore,39.4111,-77.3026, United States
Craig,40.517,-107.5558, United States
Stansbury Park,40.6356,-112.3054, United States
St. Francis,42.9716,-87.8729, United States
Platte City,39.358,-94.7663, United States
Alexandria,38.9622,-84.386, United States
Springfield,30.1713,-85.6089, United States
Harrisonville,38.653,-94.3467, United States
Wellington,40.7007,-105.0057, United States
Clinton,35.0005,-78.3311, United States
Clarion,41.2106,-79.3803, United States
Siler City,35.7252,-79.4558, United States
Lakes,61.6053,-149.3067, United States
Manistee,44.244,-86.3242, United States
Fort Stockton,30.8926,-102.8847, United States
Erwin,36.1456,-82.4116, United States
Castelli,-25.9495,-60.6166,Argentina
Mount Airy,39.3742,-77.1534, United States
Itasca,41.9773,-88.0182, United States
Lititz,40.154,-76.3044, United States
Steger,41.4723,-87.6183, United States
Little Falls,45.9835,-94.3599, United States
Mission,39.027,-94.6568, United States
The Village,35.5706,-97.5567, United States
Harahan,29.9374,-90.203, United States
Westwood,42.303,-85.6286, United States
Yorkshire,38.7882,-77.4495, United States
Budd Lake,40.8733,-74.7374, United States
Fayetteville,35.149,-86.5634, United States
Emerald,-23.5122,148.1673,Australia
Rice Lake,45.4863,-91.7447, United States
Lambertville,41.7502,-83.625, United States
Stonegate,39.5357,-104.8032, United States
Girard,41.1666,-80.6963, United States
Marlton,38.762,-76.7857, United States
Le Mars,42.7809,-96.1743, United States
Good Hope,33.7706,-117.2772, United States
Redlands,39.0885,-108.6581, United States
La Plata,38.5352,-76.9701, United States
Cloverdale,38.7962,-123.0154, United States
Gore,8.149,35.537,Ethiopia
Orlu,5.7837,7.0333,Nigeria
Union,34.7234,-81.6247, United States
Boonville,38.9588,-92.7471, United States
Anthony,32.0132,-106.5984, United States
Amherst,45.8166,-64.2166,Canada
Medulla,27.957,-81.9866, United States
Louisville,40.837,-81.2644, United States
Flossmoor,41.5391,-87.6857, United States
Bethalto,38.9014,-90.0467, United States
Gunbarrel,40.0634,-105.1714, United States
North College Hill,39.2173,-84.5518, United States
Victoria,44.8634,-93.6586, United States
Independent Hill,38.6404,-77.409, United States
Fairview,45.5471,-122.4391, United States
Muncy,41.2021,-76.7854, United States
Logan,37.8509,-81.9857, United States
Monmouth,40.9142,-90.642, United States
Fort Polk South,31.0512,-93.2159, United States
Saline,42.1737,-83.7782, United States
Gloucester Point,37.2766,-76.5043, United States
Laurel,27.1446,-82.4618, United States
Bohemia,40.7717,-73.1271, United States
White Meadow Lake,40.924,-74.5121, United States
Dillon,34.423,-79.369, United States
Lynwood,41.5234,-87.5508, United States
Hartland,43.1027,-88.34, United States
Swan Hill,-35.3396,143.54,Australia
Tomah,43.988,-90.4996, United States
Middletown,40.201,-76.7289, United States
Rensselaer,42.6465,-73.7328, United States
Woodmoor,39.1063,-104.8456, United States
Brandon,43.5928,-96.5799, United States
College Place,46.0418,-118.3879, United States
Ulladulla,-35.3495,150.47,Australia
Cairo,30.879,-84.205, United States
Kapuskasing,49.4167,-82.4333,Canada
Cape Elizabeth,43.5891,-70.238, United States
Northwest Harborcreek,42.1493,-79.9946, United States
Chesapeake Ranch Estates,38.3574,-76.4147, United States
Viera West,28.243,-80.7368, United States
Ecorse,42.2489,-83.1399, United States
Jersey Shore,41.2012,-77.2666, United States
Basalt,39.3663,-107.0413, United States
Bloomingdale,36.5793,-82.5096, United States
Elwood,40.2743,-85.8371, United States
Powdersville,34.7825,-82.4958, United States
Lowell,36.2563,-94.1518, United States
Red Bank,33.9296,-81.2321, United States
Melissa,33.289,-96.5573, United States
Highland Park,32.8311,-96.8012, United States
Little River,33.8787,-78.6393, United States
Brownsville,35.589,-89.2578, United States
Frankfort Square,41.5221,-87.8033, United States
Corozal,18.3411,-66.3124,Puerto Rico
Lake Mohawk,41.015,-74.6639, United States
Blackstone,42.0399,-71.5313, United States
Lenoir City,35.811,-84.2817, United States
Sullivan,38.2127,-91.1637, United States
Jeannette,40.3277,-79.6139, United States
Indianola,33.4492,-90.6447, United States
Fultondale,33.6177,-86.8015, United States
Sans Souci,34.8901,-82.4241, United States
Larkfield-Wikiup,38.513,-122.7536, United States
Cold Springs,39.6927,-119.9775, United States
Pryor Creek,36.2998,-95.3102, United States
Murphysboro,37.7679,-89.3321, United States
San Elizario,31.5793,-106.2632, United States
St. Marys,40.5475,-84.3931, United States
Helotes,29.5693,-98.6956, United States
Harrisburg,37.7374,-88.5457, United States
Independence,37.2118,-95.7328, United States
Tiburon,37.8854,-122.4637, United States
Fair Oaks,33.9193,-84.5444, United States
Grosse Pointe Farms,42.4067,-82.8992, United States
Thief River Falls,48.1112,-96.1771, United States
Kodiak,57.7934,-152.406, United States
Washington Terrace,41.1683,-111.9783, United States
Boiling Springs,35.045,-81.9779, United States
Madeira,39.1854,-84.3734, United States
Beverly Hills,28.9175,-82.4541, United States
West Tawakoni,32.8976,-96.0218, United States
Scaggsville,39.1416,-76.8843, United States
Eagle Point,42.4677,-122.8016, United States
Plymouth,42.3719,-83.468, United States
Guthrie,35.8424,-97.4354, United States
LaSalle,41.3575,-89.0718, United States
Kings Grant,34.2665,-77.8659, United States
Meadowbrook,33.3933,-86.7041, United States
Cabo Rojo,18.0868,-67.1482,Puerto Rico
Menaka,15.9167,2.4,Mali
St. Augustine Shores,29.8039,-81.3086, United States
Waseca,44.0826,-93.5025, United States
Fairmont,43.6441,-94.4621, United States
Groton,41.339,-72.0727, United States
Fair Oaks Ranch,29.7468,-98.6375, United States
Colac,-38.3395,143.58,Australia
Fallston,39.5332,-76.4452, United States
Ayr,-19.5702,147.3995,Australia
St. Anthony,45.0277,-93.2174, United States
Dauphin,51.15,-100.05,Canada
Hillview,38.0562,-85.6847, United States
Brunswick,39.318,-77.6253, United States
Madras,44.6425,-121.1316, United States
Greenwood,35.2134,-94.2407, United States
Fort Irwin,35.2476,-116.6834, United States
Wakefield-Peacedale,41.4461,-71.5004, United States
Brewer,44.7835,-68.7352, United States
Chester,34.705,-81.2132, United States
Namsos,64.4833,11.5,Norway
Rapid Valley,44.0674,-103.1225, United States
Garrison,39.4023,-76.7514, United States
White City,42.4317,-122.8322, United States
Dexter,36.7928,-89.9634, United States
Oakbrook,38.9996,-84.6797, United States
Tuba City,36.125,-111.2467, United States
Manteno,41.2471,-87.8457, United States
Salisbury,42.8465,-70.8616, United States
Waihee-Waiehu,20.9188,-156.5063, United States
Mechanicsburg,40.2115,-77.006, United States
Walterboro,32.901,-80.676, United States
Shelby,40.8847,-82.6578, United States
Audubon,40.1304,-75.428, United States
Star,43.7018,-116.4939, United States
Cypress Gardens,28.0036,-81.6858, United States
Aliquippa,40.6155,-80.2547, United States
St. Stephens,35.7641,-81.2746, United States
Bridgewater,41.9888,-70.9718, United States
Picnic Point,47.8745,-122.3079, United States
Olney,38.7285,-88.0838, United States
Merrydale,30.4998,-91.1081, United States
Plainville,42.0141,-71.3364, United States
Ville Platte,30.6901,-92.2744, United States
Chanute,37.6695,-95.4621, United States
Oakwood,39.7202,-84.1733, United States
Chamical,-30.3496,-66.3167,Argentina
Rigby,43.6735,-111.9126, United States
Franklin,41.3936,-79.8425, United States
Montecito,34.4382,-119.6286, United States
Rotonda,26.8845,-82.2791, United States
Oak Hills Place,30.369,-91.0887, United States
Newmarket,43.0691,-70.9516, United States
Sheffield Lake,41.4884,-82.0978, United States
Carencro,30.3126,-92.0387, United States
Triangle,38.5483,-77.3195, United States
Succasunna,40.8507,-74.6596, United States
Garden City,32.0867,-81.1773, United States
Brigantine,39.4138,-74.3787, United States
Shiprock,36.7924,-108.7005, United States
Beckett Ridge,39.3448,-84.4381, United States
Fairview,33.1399,-96.6117, United States
Park Ridge,41.0352,-74.0423, United States
Sodankyla,67.4171,26.6,Finland
Cresskill,40.9405,-73.9596, United States
Live Oak,39.2788,-121.6624, United States
Hickam Housing,21.3311,-157.9475, United States
Sheffield,34.7559,-87.7007, United States
Chatham,40.7405,-74.3838, United States
Navasota,30.3874,-96.0895, United States
Memphis,27.5435,-82.5607, United States
Abdurahmoni Jomi,37.9794,68.689,Tajikistan
Berkeley,38.7438,-90.3361, United States
Oakville,41.5923,-73.0858, United States
Olmsted Falls,41.3658,-81.9042, United States
Rock Falls,41.7724,-89.6928, United States
Bithlo,28.5644,-81.1074, United States
Glencoe,42.1347,-87.7641, United States
Plymouth,43.7451,-87.9656, United States
Wharton,29.3138,-96.1044, United States
Scotchtown,41.4759,-74.3682, United States
Villas,39.0157,-74.935, United States
St. Albans,44.8118,-73.0846, United States
Grinnell,41.7361,-92.7244, United States
Sutherlin,43.3884,-123.3231, United States
Golden Hills,35.1512,-118.5024, United States
Berthoud,40.3061,-105.0404, United States
Airmont,41.0992,-74.099, United States
Glenshaw,40.5391,-79.9735, United States
Kemijarvi,66.6667,27.4167,Finland
Glenwood,41.5412,-87.6119, United States
La Grange,38.3987,-85.375, United States
Matawan,40.4127,-74.2365, United States
Rawlins,41.7849,-107.2265, United States
Hamilton,-37.7312,142.0234,Australia
Albion,42.2478,-84.7572, United States
Sellersburg,38.4028,-85.7706, United States
Micco,27.8683,-80.51, United States
New Richmond,45.1229,-92.5339, United States
Pitman,39.7335,-75.1306, United States
Quakertown,40.4398,-75.3456, United States
Lexington,37.7825,-79.444, United States
Wesley Chapel,34.9984,-80.6906, United States
Waverly,42.725,-92.4708, United States
Canonsburg,40.2643,-80.1868, United States
Seabrook,42.887,-70.8612, United States
Kearney,39.355,-94.3594, United States
Siteia,35.2004,26.0986,Greece
Makaha,21.4735,-158.2103, United States
Leesville,31.1398,-93.2741, United States
Woodway,31.4988,-97.2314, United States
Earlimart,35.8824,-119.2715, United States
Graham,33.1017,-98.5778, United States
Alderwood Manor,47.8147,-122.2676, United States
Seaside,45.9888,-123.9215, United States
Calimesa,33.9874,-117.0542, United States
Port Townsend,48.122,-122.7872, United States
Sultan,47.8708,-121.8044, United States
Edgewater Park,40.054,-74.9117, United States
Midland,47.1734,-122.412, United States
Quincy,30.5659,-84.5857, United States
Perry Heights,40.7978,-81.468, United States
Robertsdale,30.5534,-87.7022, United States
Burlington,48.4677,-122.3298, United States
Susanville,40.4205,-120.6129, United States
Shannon,52.7038,-8.8641,Ireland
Jerseyville,39.118,-90.3276, United States
Woodburn,38.8503,-77.2322, United States
Franklin,36.6831,-76.9386, United States
Gresham Park,33.7053,-84.3155, United States
Zimmerman,45.4416,-93.5981, United States
Harrodsburg,37.7654,-84.8474, United States
Cape St. Claire,39.0433,-76.4471, United States
Richlands,37.0879,-81.808, United States
Scott,30.2399,-92.0947, United States
Closter,40.9733,-73.9604, United States
Long Hill,40.6838,-74.4878, United States
Riverdale,41.1734,-112.0024, United States
Murrells Inlet,33.5567,-79.0591, United States
Palm Beach,26.6932,-80.0406, United States
Pineville,35.0864,-80.8915, United States
Old Orchard Beach,43.5239,-70.3904, United States
Center Moriches,40.8015,-72.796, United States
Riverside,41.831,-87.8169, United States
Mahopac,41.3684,-73.7401, United States
Pike Creek,39.7485,-75.6953, United States
Rhinelander,45.636,-89.4256, United States
Commerce,33.2421,-95.8991, United States
Livingston,45.6665,-110.5538, United States
Pine Lake Park,40.0017,-74.2595, United States
Edgemere,39.2273,-76.459, United States
Holualoa,19.6238,-155.9269, United States
Westampton,40.0168,-74.8213, United States
North Sarasota,27.3711,-82.5177, United States
Ivins,37.1742,-113.6809, United States
Montvale,41.0529,-74.0499, United States
Edgewood,39.0091,-84.5604, United States
Heath,32.8443,-96.4679, United States
Lake Villa,42.4184,-88.0836, United States
Clarendon Hills,41.798,-87.9569, United States
Claymont,39.8032,-75.4606, United States
Kirby,29.4611,-98.386, United States
Orange Park,30.1706,-81.7041, United States
West Frankfort,37.8997,-88.9301, United States
Fountain Inn,34.6995,-82.1999, United States
Rio Vista,38.1761,-121.7034, United States
Stuttgart,34.4963,-91.5486, United States
South Kensington,39.0188,-77.0785, United States
Perryton,36.3932,-100.7974, United States
Clayton,39.6627,-75.0782, United States
Lindstrom,45.3871,-92.8477, United States
Fairless Hills,40.1784,-74.8524, United States
Perryville,37.7263,-89.8759, United States
Mayo,38.9041,-76.518, United States
Bonadelle Ranchos-Madera Ranchos,36.9596,-119.8893, United States
Clinton,38.3716,-93.7679, United States
La Libertad,16.7804,-90.12,Guatemala
Lake Park,26.7998,-80.0685, United States
Elsmere,38.9949,-84.6017, United States
Orrville,40.8482,-81.7747, United States
Frostburg,39.6506,-78.9269, United States
Rockland,44.1274,-69.1369, United States
Birch Bay,48.923,-122.7543, United States
Bridgeport,39.3036,-80.2477, United States
East Grand Forks,47.9284,-97.0138, United States
Monroe,41.3198,-74.1848, United States
San Sebastian,18.3355,-66.9949,Puerto Rico
Ladue,38.6378,-90.3815, United States
Cortez,37.3502,-108.577, United States
Wagoner,35.9641,-95.3791, United States
Princeton,38.3552,-87.5784, United States
Hampstead,42.8821,-71.171, United States
Temperance,41.7653,-83.5755, United States
Laurel,45.6734,-108.7707, United States
North Madison,41.8298,-81.0511, United States
Dumbarton,37.613,-77.5065, United States
Nevada,37.8445,-94.3492, United States
Los Altos Hills,37.3672,-122.139, United States
Morrisville,40.2074,-74.78, United States
Farmville,37.2959,-78.4002, United States
Detroit Lakes,46.806,-95.8449, United States
Sanatoga,40.2498,-75.5886, United States
Des Peres,38.5973,-90.4482, United States
Kingaroy,-26.539,151.8406,Australia
North Haledon,40.9628,-74.1844, United States
Tallulah,32.4067,-91.1915, United States
Georgetown,42.724,-70.9821, United States
Indian Harbour Beach,28.1529,-80.5976, United States
Monett,36.9221,-93.9259, United States
Inverell,-29.7668,151.1126,Australia
Buckhannon,38.9927,-80.2282, United States
Signal Mountain,35.1449,-85.3457, United States
Chos Malal,-37.383,-70.2666,Argentina
Perkasie,40.3719,-75.292, United States
Miramar Beach,30.3854,-86.3443, United States
Westwego,29.9058,-90.1434, United States
Corrales,35.2366,-106.6191, United States
Wyoming,39.2296,-84.4814, United States
Celebration,28.3102,-81.551, United States
Port Wentworth,32.1942,-81.1984, United States
Bay Minette,30.893,-87.7912, United States
Clinton,35.5058,-98.9724, United States
Mount Vista,45.7373,-122.6315, United States
Prairie du Sac,43.292,-89.7352, United States
Willowbrook,41.7635,-87.9456, United States
Aspen,39.1948,-106.837, United States
Evergreen,39.6349,-105.3356, United States
Silver Springs Shores,29.1031,-82.005, United States
Floris,38.9347,-77.4083, United States
White Horse,40.192,-74.7022, United States
Hazard,37.2583,-83.1976, United States
Hoquiam,46.9863,-123.9023, United States
Oranjemund,-28.5495,16.43,Namibia
Moundsville,39.9221,-80.7422, United States
Yarmouth,43.7978,-70.1719, United States
Sunset Hills,38.531,-90.4088, United States
San Antonio Oeste,-40.7329,-64.9333,Argentina
Glens Falls North,43.335,-73.6825, United States
Lake City,33.8676,-79.7533, United States
Beaver Falls,40.762,-80.3225, United States
Pleasant Hill,38.8061,-94.2654, United States
Corning,39.9282,-122.182, United States
Willow Street,39.9809,-76.2705, United States
Fern Park,28.6484,-81.3457, United States
Geneseo,42.799,-77.8095, United States
Monticello,40.7455,-86.7669, United States
Gonzales,36.506,-121.443, United States
Mount Pleasant,40.9625,-91.5453, United States
Spotswood,40.3949,-74.3919, United States
Goundam,16.417,-3.6666,Mali
McFarland,43.0196,-89.2868, United States
St. Johns,43.0001,-84.5563, United States
Humboldt,35.8255,-88.9043, United States
Carbondale,41.5714,-75.5048, United States
Sheridan,45.0956,-123.3973, United States
Westlake Village,34.1369,-118.8221, United States
Kensington,41.6298,-72.7714, United States
Paris,39.6148,-87.6905, United States
University of Virginia,38.0405,-78.5163, United States
Oakland,35.2256,-89.5372, United States
Progress Village,27.8832,-82.3593, United States
Gridley,39.3622,-121.6971, United States
Litchfield,42.843,-71.455, United States
Upper Saddle River,41.0633,-74.0986, United States
Kulpsville,40.244,-75.3407, United States
Highland Heights,41.5518,-81.4691, United States
Alamo Heights,29.4828,-98.4681, United States
Hawthorn Woods,42.2313,-88.0623, United States
Mason,42.5806,-84.4427, United States
Sturgeon Bay,44.8228,-87.3661, United States
Paw Paw,42.2146,-85.8918, United States
Tuscumbia,34.7204,-87.7035, United States
East York,39.9687,-76.6759, United States
Cohasset,42.2363,-70.8189, United States
Gaylord,45.0214,-84.6803, United States
Jessup,39.1457,-76.7745, United States
Runnemede,39.8521,-75.0739, United States
Congers,41.1484,-73.9456, United States
Greenville,41.88,-71.5549, United States
Riverside,41.0319,-73.5827, United States
Socorro,34.0543,-106.9066, United States
Chester,37.92,-89.826, United States
New Czech Republic,44.5459,-93.5759, United States
Tecumseh,42.0065,-83.945, United States
Covington,35.5661,-89.6482, United States
Richmond Heights,38.6309,-90.3332, United States
McRae-Helena,32.0635,-82.8968, United States
Conover,35.7156,-81.2168, United States
Wading River,40.9464,-72.823, United States
St. Joseph,42.0967,-86.485, United States
Northfield,39.3718,-74.5543, United States
Boonton,40.9047,-74.4048, United States
Millersville,40.0047,-76.3522, United States
York,34.9967,-81.234, United States
Jefferson City,36.1196,-83.4838, United States
Murphy,38.4922,-90.4856, United States
Pukalani,20.8329,-156.3415, United States
Kennedale,32.6434,-97.2173, United States
Oak Hill,37.9844,-81.1277, United States
Aurora,36.9674,-93.7183, United States
Savannah,35.2211,-88.2359, United States
Ripley,35.7449,-89.5358, United States
Thompsonville,41.9916,-72.5965, United States
Holly,42.7987,-83.6234, United States
Gering,41.8275,-103.6649, United States
Whitehouse,32.2222,-95.2217, United States
Bath,43.9346,-69.8346, United States
Doylestown,40.3139,-75.128, United States
Lansdowne,39.2365,-76.6659, United States
Oradell,40.9562,-74.0314, United States
Johnstown,43.0073,-74.3755, United States
Kenilworth,40.6781,-74.289, United States
Pebble Creek,28.1583,-82.3411, United States
Wetumpka,32.5405,-86.2053, United States
Thomson,33.4666,-82.4992, United States
Denison,42.016,-95.3528, United States
Lopatcong,40.7091,-75.1552, United States
Fairmount,39.7931,-105.1712, United States
Hillsboro,32.0092,-97.1151, United States
Canal Winchester,39.8432,-82.8121, United States
Petoskey,45.365,-84.9887, United States
Old Jefferson,30.3776,-91.006, United States
Absecon,39.4228,-74.4944, United States
Middleport,38.9948,-82.0643, United States
Napoleon,41.3978,-84.1244, United States
Center Line,42.4805,-83.0274, United States
Savoy,40.0602,-88.2553, United States
Innsbrook,37.6552,-77.5775, United States
Waynesburg,39.8983,-80.1855, United States
Aransas Pass,27.8877,-97.1134, United States
Williamsburg,28.4015,-81.4461, United States
Croton-on-Hudson,41.2005,-73.9002, United States
Tuskegee,32.4395,-85.7139, United States
Gulf Hills,30.4364,-88.8148, United States
Fort Mitchell,39.0459,-84.5563, United States
Irondale,33.4773,-84.36, United States
Arab,34.3309,-86.4991, United States
St. Martin,30.4399,-88.8651, United States
Bloomingdale,41.03,-74.3319, United States
Seffner,27.9981,-82.2735, United States
Pismo Beach,35.1492,-120.6506, United States
Rockwood,37.463,-77.5744, United States
Fletcher,35.4316,-82.5038, United States
Kenton,40.6446,-83.6099, United States
Milton,47.2522,-122.3154, United States
Morehead,38.1906,-83.4466, United States
Rolling Hills Estates,33.7783,-118.3508, United States
Mystic Island,39.5659,-74.3831, United States
Mount Joy,40.1105,-76.5065, United States
Salem,40.054,-111.6721, United States
Aztec,36.819,-107.9826, United States
